Päivämäärä,Mittausverkko,Mittauspaikka,Komponentti,Pitoisuus
19.04.2023,Tampereen verkko,Tampere Epila 2,PM10 24h,82
19.04.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,68
19.04.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,85
18.04.2023,Varkauden verkko,Varkaus Psaari 2,PM2.5 24h,18
18.04.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,62
18.04.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,55
18.04.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,56
18.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,66
18.04.2023,Rovaniemen verkko,Rovaniemi Rovakatu,PM10 24h,52
18.04.2023,Etelä-Savon verkko,Savonlinna Olavinkatu,PM10 24h,96
18.04.2023,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,62
18.04.2023,Tampereen verkko,Tampere Epila 2,PM10 24h,81
18.04.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,65
18.04.2023,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,56
18.04.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,114
17.04.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,19
17.04.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,22
17.04.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,26
17.04.2023,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,20
17.04.2023,Helsingin seudun verkko (HSY),Helsinki Vartiokylä Huivipolku,PM2.5 24h,16
17.04.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM2.5 24h,17
17.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,34
17.04.2023,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,18
17.04.2023,Rovaniemen verkko,Rovaniemi Rovakatu,PM2.5 24h,17
17.04.2023,Kuopion verkko,Siilinjärvi Sorakuja,PM2.5 24h,27
17.04.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,20
17.04.2023,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,19
17.04.2023,Varkauden verkko,Varkaus Psaari 2,PM2.5 24h,21
17.04.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,68
17.04.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,82
17.04.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,101
17.04.2023,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM10 24h,57
17.04.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,75
17.04.2023,Jyväskylän verkko,Jyväskylä Jyskä,PM10 24h,69
17.04.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,64
17.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,222
17.04.2023,Kokkolan verkko,Kokkola Ykspihlaja,PM10 24h,53
17.04.2023,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,67
17.04.2023,Kuopion verkko,Kuopio Niirala,PM10 24h,56
17.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,69
17.04.2023,Lahden verkko,Lahti Saimaankatu,PM10 24h,58
17.04.2023,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,79
17.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,61
17.04.2023,Porin verkko,Pori Paanakedonkatu,PM10 24h,66
17.04.2023,Rovaniemen verkko,Rovaniemi Rovakatu,PM10 24h,114
17.04.2023,Etelä-Savon verkko,Savonlinna Olavinkatu,PM10 24h,96
17.04.2023,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,184
17.04.2023,Tampereen verkko,Tampere Epila 2,PM10 24h,71
17.04.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,113
17.04.2023,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,96
17.04.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,125
16.04.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM2.5 24h,19
16.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,18
16.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,16
16.04.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,91
16.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,83
16.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,86
16.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,67
16.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,68
16.04.2023,Rovaniemen verkko,Rovaniemi Rovakatu,PM10 24h,74
16.04.2023,Etelä-Savon verkko,Savonlinna Olavinkatu,PM10 24h,74
16.04.2023,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,72
16.04.2023,Tampereen verkko,Tampere Epila 2,PM10 24h,61
16.04.2023,Tampereen verkko,Tampere Pirkankatu,PM10 24h,72
15.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,21
15.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,118
15.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,71
15.04.2023,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,54
15.04.2023,Oulun verkko,Oulu keskusta 2,PM10 24h,57
15.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,55
15.04.2023,Rovaniemen verkko,Rovaniemi Rovakatu,PM10 24h,75
15.04.2023,Etelä-Savon verkko,Savonlinna Olavinkatu,PM10 24h,94
15.04.2023,Tampereen verkko,Tampere Pirkankatu,PM10 24h,57
14.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,22
14.04.2023,Rovaniemen verkko,Rovaniemi Rovakatu,PM2.5 24h,16
14.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,130
14.04.2023,Kouvolan verkko,Kouvola Kankaan Koulu,PM10 24h,60
14.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,70
14.04.2023,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,69
14.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,55
14.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,77
14.04.2023,Rovaniemen verkko,Rovaniemi Rovakatu,PM10 24h,109
14.04.2023,Etelä-Savon verkko,Savonlinna Olavinkatu,PM10 24h,51
14.04.2023,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,51
14.04.2023,Tampereen verkko,Tampere Epila 2,PM10 24h,53
14.04.2023,Tampereen verkko,Tampere Pirkankatu,PM10 24h,71
14.04.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,51
13.04.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,63
13.04.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,52
13.04.2023,Kouvolan verkko,Kouvola Kankaan Koulu,PM10 24h,67
13.04.2023,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,59
13.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,56
13.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,82
13.04.2023,Lahden verkko,Lahti Saimaankatu,PM10 24h,73
13.04.2023,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,51
13.04.2023,Lohjan verkko,Lohja Harjula,PM10 24h,58
13.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,100
13.04.2023,Tampereen verkko,Tampere Pirkankatu,PM10 24h,66
13.04.2023,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,56
13.04.2023,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,53
13.04.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,64
12.04.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,17
12.04.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM2.5 24h,21
12.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,29
12.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,20
12.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM2.5 24h,19
12.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,34
12.04.2023,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,17
12.04.2023,Varkauden verkko,Varkaus Psaari 2,PM2.5 24h,17
12.04.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,78
12.04.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,55
12.04.2023,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,60
12.04.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,114
12.04.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,65
12.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,193
12.04.2023,Kokkolan verkko,Kokkola Ykspihlaja,PM10 24h,51
12.04.2023,Kouvolan verkko,Kouvola Kankaan Koulu,PM10 24h,69
12.04.2023,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,53
12.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,130
12.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,106
12.04.2023,Lahden verkko,Lahti Saimaankatu,PM10 24h,82
12.04.2023,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,52
12.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,228
12.04.2023,Porin verkko,Pori Paanakedonkatu,PM10 24h,53
12.04.2023,Raahen verkko,Raahe keskusta,PM10 24h,56
12.04.2023,Etelä-Savon verkko,Savonlinna Olavinkatu,PM10 24h,101
12.04.2023,Tampereen verkko,Tampere Epila 2,PM10 24h,58
12.04.2023,Tampereen verkko,Tampere Pirkankatu,PM10 24h,85
12.04.2023,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,74
12.04.2023,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,51
12.04.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,94
11.04.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,21
11.04.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM2.5 24h,26
11.04.2023,Jyväskylän verkko,Jyväskylä Jyskä,PM2.5 24h,16
11.04.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM2.5 24h,19
11.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,56
11.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,30
11.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM2.5 24h,25
11.04.2023,Lahden verkko,Lahti Saimaankatu,PM2.5 24h,19
11.04.2023,Etelä-Karjalan verkko,Lappeenranta Ojala-Tuomela,PM2.5 24h,19
11.04.2023,Etelä-Karjalan verkko,Lappeenranta Pulp,PM2.5 24h,20
11.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,29
11.04.2023,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,25
11.04.2023,Kuopion verkko,Siilinjärvi Sorakuja,PM2.5 24h,20
11.04.2023,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,17
11.04.2023,Varkauden verkko,Varkaus Psaari 2,PM2.5 24h,33
11.04.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,109
11.04.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,58
11.04.2023,Lahden verkko,Hollola Kuntotie,PM10 24h,75
11.04.2023,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,57
11.04.2023,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,69
11.04.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,144
11.04.2023,Jyväskylän verkko,Jyväskylä Jyskä,PM10 24h,84
11.04.2023,Turun seudun verkko,Kaarina Kaarina,PM10 24h,73
11.04.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,95
11.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,458
11.04.2023,Kouvolan verkko,Kouvola Kankaan Koulu,PM10 24h,103
11.04.2023,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,71
11.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,195
11.04.2023,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,61
11.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,159
11.04.2023,Lahden verkko,Lahti Saimaankatu,PM10 24h,121
11.04.2023,Etelä-Karjalan verkko,Lappeenranta Joutsenon keskusta,PM10 24h,87
11.04.2023,Etelä-Karjalan verkko,Lappeenranta Ojala-Tuomela,PM10 24h,63
11.04.2023,Etelä-Karjalan verkko,Lappeenranta keskusta 4,PM10 24h,109
11.04.2023,Lohjan verkko,Lohja Harjula,PM10 24h,55
11.04.2023,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,110
11.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,206
11.04.2023,Porin verkko,Pori Paanakedonkatu,PM10 24h,140
11.04.2023,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,82
11.04.2023,Rovaniemen verkko,Rovaniemi Rovakatu,PM10 24h,86
11.04.2023,Etelä-Savon verkko,Savonlinna Olavinkatu,PM10 24h,139
11.04.2023,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,132
11.04.2023,Tampereen verkko,Tampere Epila 2,PM10 24h,53
11.04.2023,Tampereen verkko,Tampere Pirkankatu,PM10 24h,100
11.04.2023,Turun seudun verkko,Turku Kauppatori 2,PM10 24h,76
11.04.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,72
11.04.2023,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,69
11.04.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,215
11.04.2023,Äänekosken verkko,Äänekoski Paloasema,PM10 24h,68
10.04.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,22
10.04.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM2.5 24h,19
10.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,55
10.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,20
10.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM2.5 24h,23
10.04.2023,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,24
10.04.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,17
10.04.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,67
10.04.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,53
10.04.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,109
10.04.2023,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,64
10.04.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,94
10.04.2023,Jyväskylän verkko,Jyväskylä Jyskä,PM10 24h,58
10.04.2023,Turun seudun verkko,Kaarina Kaarina,PM10 24h,53
10.04.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,51
10.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,468
10.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,125
10.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,141
10.04.2023,Lahden verkko,Lahti Saimaankatu,PM10 24h,94
10.04.2023,Etelä-Karjalan verkko,Lappeenranta keskusta 4,PM10 24h,73
10.04.2023,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,70
10.04.2023,Oulun verkko,Oulu keskusta 2,PM10 24h,58
10.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,88
10.04.2023,Porin verkko,Pori Paanakedonkatu,PM10 24h,106
10.04.2023,Raahen verkko,Raahe keskusta,PM10 24h,54
10.04.2023,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,56
10.04.2023,Rovaniemen verkko,Rovaniemi Rovakatu,PM10 24h,64
10.04.2023,Etelä-Savon verkko,Savonlinna Olavinkatu,PM10 24h,69
10.04.2023,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,56
10.04.2023,Tampereen verkko,Tampere Pirkankatu,PM10 24h,56
10.04.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,106
10.04.2023,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,57
10.04.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,60
09.04.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,16
09.04.2023,Kokkolan verkko,Kokkola Ykspihlaja,PM2.5 24h,20
09.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,17
09.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM2.5 24h,17
09.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,21
09.04.2023,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,22
09.04.2023,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,16
09.04.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,58
09.04.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,82
09.04.2023,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,60
09.04.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,64
09.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,53
09.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,97
09.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,107
09.04.2023,Lahden verkko,Lahti Saimaankatu,PM10 24h,59
09.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,94
09.04.2023,Porin verkko,Pori Paanakedonkatu,PM10 24h,85
09.04.2023,Etelä-Savon verkko,Savonlinna Olavinkatu,PM10 24h,74
09.04.2023,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,66
09.04.2023,Tampereen verkko,Tampere Kaleva,PM10 24h,52
09.04.2023,Tampereen verkko,Tampere Pirkankatu,PM10 24h,79
09.04.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,90
09.04.2023,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,51
09.04.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,76
08.04.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,16
08.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM2.5 24h,17
08.04.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,16
08.04.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,55
08.04.2023,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,77
08.04.2023,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,54
08.04.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,69
08.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,98
08.04.2023,Lahden verkko,Lahti Saimaankatu,PM10 24h,52
08.04.2023,Etelä-Karjalan verkko,Lappeenranta keskusta 4,PM10 24h,52
08.04.2023,Porin verkko,Pori Paanakedonkatu,PM10 24h,54
08.04.2023,Etelä-Savon verkko,Savonlinna Olavinkatu,PM10 24h,57
08.04.2023,Tampereen verkko,Tampere Pirkankatu,PM10 24h,55
08.04.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,100
08.04.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,78
07.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM2.5 24h,17
07.04.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,56
07.04.2023,Kouvolan verkko,Kouvola Kankaan Koulu,PM10 24h,76
07.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,115
07.04.2023,Etelä-Savon verkko,Savonlinna Olavinkatu,PM10 24h,59
06.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,17
06.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,107
06.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,67
06.04.2023,Porin verkko,Pori Paanakedonkatu,PM10 24h,69
06.04.2023,Etelä-Savon verkko,Savonlinna Olavinkatu,PM10 24h,79
06.04.2023,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,69
06.04.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,82
05.04.2023,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,22
05.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,72
05.04.2023,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,59
05.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,54
05.04.2023,Porin verkko,Pori Paanakedonkatu,PM10 24h,172
05.04.2023,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,82
05.04.2023,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,97
05.04.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,90
04.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,18
04.04.2023,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,20
04.04.2023,Harjavallan verkko,Harjavalta Kaleva,PM10 24h,52
04.04.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,66
04.04.2023,Jyväskylän verkko,Jyväskylä Jyskä,PM10 24h,54
04.04.2023,Turun seudun verkko,Kaarina Kaarina,PM10 24h,73
04.04.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,55
04.04.2023,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,53
04.04.2023,Turun seudun verkko,Parainen,PM10 24h,76
04.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,89
04.04.2023,Porin verkko,Pori Paanakedonkatu,PM10 24h,135
04.04.2023,Rauman verkko,Rauma Tarvonsaari Hallikatu,PM10 24h,73
04.04.2023,Etelä-Savon verkko,Savonlinna Olavinkatu,PM10 24h,51
04.04.2023,Seinäjoen verkko,Seinäjoki Vapaudentie 6a,PM10 24h,79
04.04.2023,Kuopion verkko,Siilinjärvi Sorakuja,PM10 24h,78
04.04.2023,Tampereen verkko,Tampere Epila 2,PM10 24h,54
04.04.2023,Turun seudun verkko,Turku Kauppatori 2,PM10 24h,73
04.04.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,87
04.04.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,103
03.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM2.5 24h,26
03.04.2023,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,17
03.04.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,60
03.04.2023,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,54
03.04.2023,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,93
03.04.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,74
03.04.2023,Turun seudun verkko,Parainen,PM10 24h,55
03.04.2023,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,159
03.04.2023,Porin verkko,Pori Paanakedonkatu,PM10 24h,127
03.04.2023,Tampereen verkko,Tampere Epila 2,PM10 24h,108
03.04.2023,Tampereen verkko,Tampere Pirkankatu,PM10 24h,70
03.04.2023,Turun seudun verkko,Turku Kauppatori 2,PM10 24h,54
03.04.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,70
03.04.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,87
02.04.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,56
02.04.2023,Porin verkko,Pori Paanakedonkatu,PM10 24h,63
01.04.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,75
01.04.2023,Porin verkko,Pori Paanakedonkatu,PM10 24h,54
31.03.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,53
31.03.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,72
31.03.2023,Hämeenlinnan verkko,Hämeenlinna Niittykatu,PM10 24h,65
31.03.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,73
31.03.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,67
31.03.2023,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,51
31.03.2023,Turun seudun verkko,Naantali keskusta Asematori,PM10 24h,51
31.03.2023,Tampereen verkko,Tampere Epila 2,PM10 24h,73
31.03.2023,Tampereen verkko,Tampere Pirkankatu,PM10 24h,55
31.03.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,59
30.03.2023,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,86
30.03.2023,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,60
30.03.2023,Helsingin seudun verkko (HSY),Kauniainen Kauniaistentie,PM10 24h,60
30.03.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,87
30.03.2023,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,71
29.03.2023,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM10 24h,75
27.03.2023,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,88
27.03.2023,Varkauden verkko,Varkaus Psaari 2,PM10 24h,73
